date,RV
2012-01-12,0.4039675136878081
2012-01-13,0.6796960141766418
2012-01-16,0.2801683898613777
2012-01-17,0.5146573983902186
2012-01-18,0.6422524531054935
2012-01-19,0.37913006688977235
2012-01-20,0.3653550029490456
2012-01-23,0.37652910645881155
2012-01-24,0.4138689130598387
2012-01-25,0.5633036122062021
2012-01-26,0.37036892311881964
2012-01-27,0.5644233894485177
2012-01-30,0.2872468480851499
2012-01-31,0.37163918978099425
2012-02-01,0.534697720852971
2012-02-02,0.5480818457785717
2012-02-03,0.5926885193898864
2012-02-06,0.412885096120769
2012-02-07,0.4951686861956508
2012-02-08,0.33828658831707004
2012-02-09,0.526549303437673
2012-02-10,0.2874941373227663
2012-02-13,0.2948871206764262
2012-02-14,0.37609279896556025
2012-02-15,0.45552764599135703
2012-02-16,0.49878521438306556
2012-02-17,0.2565073101574891
2012-02-20,0.28057562758727905
2012-02-21,0.6925734668890899
2012-02-22,0.2708783479625449
2012-02-23,0.3617008048931721
2012-02-24,0.2364480095150145
2012-02-27,0.296086520520389
2012-02-28,0.32127839880509573
2012-02-29,0.39096471494174967
2012-03-01,0.33373140300893933
2012-03-02,0.2803714716149279
2012-03-05,0.33803218366627236
2012-03-06,0.2180185395108456
2012-03-07,0.22007449527232834
2012-03-08,0.33280807316862404
2012-03-09,0.309695841253028
2012-03-12,0.23973382215430325
2012-03-13,0.31304439363387604
2012-03-14,0.5031499680687782
2012-03-15,0.42642760131028246
2012-03-16,0.3969472114503972
2012-03-19,0.2161951811657106
2012-03-20,0.24978586742853714
2012-03-21,0.25630715452175357
2012-03-22,0.29632358525920877
2012-03-23,0.30801980119318234
2012-03-26,0.34961008655702647
2012-03-27,0.21102567355931431
2012-03-28,0.2367350609843605
2012-03-29,0.2558178994584646
2012-03-30,0.3289388028816813
2012-04-02,0.2025339519810885
2012-04-03,0.40195365155626916
2012-04-04,0.3230260920371912
2012-04-05,0.21499918390012115
2012-04-06,0.18909130450376532
2012-04-10,0.3251125017479198
2012-04-11,0.2859208672043101
2012-04-12,0.24675404326289715
2012-04-13,0.21176110212706906
2012-04-16,0.36853306785780415
2012-04-17,0.2244330419697534
2012-04-18,0.3179548083026952
2012-04-19,0.2688858233390958
2012-04-20,0.23832926653124636
2012-04-23,0.16186711765505468
2012-04-24,0.1595809891784712
2012-04-25,0.3257905919648743
2012-04-26,0.18730664221096105
2012-04-27,0.2492914258941916
2012-04-30,0.09832362293227508
2012-05-01,0.20805855877277812
2012-05-02,0.276854613325269
2012-05-03,0.15345494559506168
2012-05-04,0.1559299673762262
2012-05-07,0.32601100988067266
2012-05-08,0.22418927560143065
2012-05-09,0.258345371976885
2012-05-10,0.18694494151257615
2012-05-11,0.18594249357420328
2012-05-14,0.1978115557134091
2012-05-15,0.2722364470184489
2012-05-16,0.3711260548156109
2012-05-17,0.3434993765997488
2012-05-18,0.3911180627261867
2012-05-21,0.2743023360735999
2012-05-22,0.30728661474980273
2012-05-23,0.41698691075285166
2012-05-24,0.4597193731901662
2012-05-25,0.3270787521046717
2012-05-28,0.20795235024660239
2012-05-29,0.29307229583883004
2012-05-30,0.3520691814536055
2012-05-31,0.353804237770384
2012-06-01,0.6724212358083228
2012-06-05,0.3814650357654867
2012-06-06,0.37974790771702915
2012-06-07,0.4481008925463435
2012-06-08,0.3196615274683838
2012-06-11,0.39875714543065593
2012-06-12,0.4404947641726427
2012-06-13,0.3513643551996428
2012-06-14,0.31625627041850113
2012-06-15,0.24391694399284491
2012-06-18,0.4679286761068404
2012-06-19,0.3101544669171902
2012-06-20,0.5426213006645795
2012-06-21,0.4235019474359449
2012-06-22,0.2680203535412204
2012-06-25,0.1829646648073168
2012-06-26,0.3158859395524599
2012-06-27,0.1706244142494538
2012-06-28,0.2905513090488128
2012-06-29,1.053023313922299
2012-07-02,0.21198825834918084
2012-07-03,0.16960548175137913
2012-07-04,0.1545347377547747
2012-07-05,0.40980033655264536
2012-07-06,0.22472130714829258
2012-07-09,0.22760119575862897
2012-07-10,0.19188586196353447
2012-07-11,0.2476603668013312
2012-07-12,0.21607206992605962
2012-07-13,0.3061645128255872
2012-07-16,0.2368004414088235
2012-07-17,0.3799009378870286
2012-07-18,0.29121841235815665
2012-07-19,0.3120388727640226
2012-07-20,0.31641490585993914
2012-07-23,0.29824271863668966
2012-07-24,0.25001611046185646
2012-07-25,0.41078529505012656
2012-07-26,0.6411299644021146
2012-07-27,0.8136179316264869
2012-07-30,0.23039046706010902
2012-07-31,0.3397855891320528
2012-08-01,0.37756003071380667
2012-08-02,1.1895653382170275
2012-08-03,0.4868103924674951
2012-08-06,0.3412586529559391
2012-08-07,0.18272664270264927
2012-08-08,0.17028486648077687
2012-08-09,0.2368647155310908
2012-08-10,0.20398408026033193
2012-08-13,0.18541679525879612
2012-08-14,0.19713037748507253
2012-08-15,0.12484741698867009
2012-08-16,0.14375201108879745
2012-08-17,0.18862599200771835
2012-08-20,0.1937797863227653
2012-08-21,0.2626447774194553
2012-08-22,0.2812785740901436
2012-08-23,0.21439411506784087
2012-08-24,0.27383122825426914
2012-08-27,0.1204118535490547
2012-08-28,0.17334323517362918
2012-08-29,0.15421364654496908
2012-08-30,0.15847815176427285
2012-08-31,0.46551897957092914
2012-09-03,0.12750559176938192
2012-09-04,0.19061927872950818
2012-09-05,0.31438366308462934
2012-09-06,0.3180747746281904
2012-09-07,0.47555557583272434
2012-09-10,0.2648905642322837
2012-09-11,0.2167860784025629
2012-09-12,0.2912044610695979
2012-09-13,0.3126197122058504
2012-09-14,0.3498674332136608
2012-09-17,0.3405223541634548
2012-09-18,0.2729197405673537
2012-09-19,0.2055191301832394
2012-09-20,0.24012644785769116
2012-09-21,0.3884347715591271
2012-09-24,0.2872807614813232
2012-09-25,0.21762844236462395
2012-09-26,0.19318497363631365
2012-09-27,0.25184866348485024
2012-09-28,0.21366795858381105
2012-10-01,0.23561889718639822
2012-10-02,0.18859440411123773
2012-10-03,0.21300968398211148
2012-10-04,0.25105001562706974
2012-10-05,0.15637723949709517
2012-10-08,0.15301667740877514
2012-10-09,0.25021840780263455
2012-10-10,0.1834394121120648
2012-10-11,0.2330295992827171
2012-10-12,0.19295064584476584
2012-10-15,0.13884911403420072
2012-10-16,0.1610268614518943
2012-10-17,0.2262541104097502
2012-10-18,0.14226011123191534
2012-10-19,0.14664851947319768
2012-10-22,0.15184163684280277
2012-10-23,0.15182884770961927
2012-10-24,0.21378300576867001
2012-10-25,0.163930656476492
2012-10-26,0.20446154578532072
2012-10-29,0.1255481199811868
2012-10-30,0.14653940066987348
2012-10-31,0.14645070628087975
2012-11-01,0.1385776652068332
2012-11-02,0.2573377553124924
2012-11-05,0.1785956712632516
2012-11-06,0.1616218619535163
2012-11-07,0.29509641495890326
2012-11-08,0.2117584633372337
2012-11-09,0.16595340478698248
2012-11-12,0.11377564370893654
2012-11-13,0.1838784400069325
2012-11-14,0.17515691148159485
2012-11-15,0.15763388949571516
