date,RV
2012-01-12,0.428740718515171
2012-01-13,0.6624058874906127
2012-01-16,0.3174732857084593
2012-01-17,0.4672180328201493
2012-01-18,0.5333988355509123
2012-01-19,0.3214239085665875
2012-01-20,0.37098991813991794
2012-01-23,0.30463992246385785
2012-01-24,0.36956869825619004
2012-01-25,0.8831817592003188
2012-01-26,0.3552519206801037
2012-01-27,0.4910256908591671
2012-01-30,0.5113551545674389
2012-01-31,0.47252781332171456
2012-02-01,0.5064483703763114
2012-02-02,0.4906074602585138
2012-02-03,0.568478424974164
2012-02-06,0.361960005840492
2012-02-07,1.0823145188955288
2012-02-08,0.2970794826411306
2012-02-09,0.42635205202272497
2012-02-10,0.44546934766430596
2012-02-13,0.32322165873738534
2012-02-14,0.5467930254113594
2012-02-15,0.5892862555836287
2012-02-16,0.7159008184392955
2012-02-17,0.29859758718572443
2012-02-20,0.26945300382802684
2012-02-21,0.7457283315249625
2012-02-22,0.4864694908277084
2012-02-23,0.4279741698234818
2012-02-24,0.3720495993417212
2012-02-27,0.44240306625968107
2012-02-28,0.3616033687993576
2012-02-29,0.6622362370247811
2012-03-01,0.4020792365061774
2012-03-02,0.30477751049479856
2012-03-05,0.3784839711423998
2012-03-06,0.5293393127719739
2012-03-07,0.5895528675564051
2012-03-08,0.5049339686824325
2012-03-09,0.42427153639964177
2012-03-12,0.3222565301234174
2012-03-13,0.4367394439434026
2012-03-14,0.4283388822934784
2012-03-15,0.49193597374318926
2012-03-16,0.4192013082684044
2012-03-19,0.28326687308553594
2012-03-20,0.425878502945548
2012-03-21,0.41346556077423957
2012-03-22,0.691472277971767
2012-03-23,0.42552850735987097
2012-03-26,0.4063688739621158
2012-03-27,0.32772688579715004
2012-03-28,0.40647262072792545
2012-03-29,0.47134721144500047
2012-03-30,0.38982636164856477
2012-04-02,0.3667291356892136
2012-04-03,0.5675330274145601
2012-04-04,0.4650037339710994
2012-04-05,0.34088351324482086
2012-04-06,0.25479387037860113
2012-04-10,0.4422307192030296
2012-04-11,0.3475804562997978
2012-04-12,0.6151005349062847
2012-04-13,0.3667815959070441
2012-04-16,0.39672182721267735
2012-04-17,0.28176928542420177
2012-04-18,0.2627412221160555
2012-04-19,0.33530845328406605
2012-04-20,0.22328359859204794
2012-04-23,0.279963349269085
2012-04-24,0.4047515231740423
2012-04-25,0.2824736455533946
2012-04-26,0.22062523670417153
2012-04-27,0.24720737820952068
2012-04-30,0.1494485372321257
2012-05-01,0.6374594200682085
2012-05-02,0.20253198663752336
2012-05-03,0.22474843804873432
2012-05-04,0.2544500835385566
2012-05-07,0.3074051469616078
2012-05-08,0.34367094005869
2012-05-09,0.4386912444105245
2012-05-10,0.5210830780192903
2012-05-11,0.3855331965743457
2012-05-14,0.3269290443057812
2012-05-15,0.43774798329227665
2012-05-16,0.49905716629383307
2012-05-17,0.5776770978305401
2012-05-18,0.7160889780199811
2012-05-21,0.49295208299634147
2012-05-22,0.5061352054860526
2012-05-23,0.7139404316426372
2012-05-24,0.7929089856361153
2012-05-25,0.4458694939557074
2012-05-28,0.3214559782107741
2012-05-29,0.5371679723733701
2012-05-30,0.6218457250911542
2012-05-31,0.702550159299716
2012-06-01,1.0183894386468937
2012-06-05,0.7655109413943809
2012-06-06,0.7759175467745331
2012-06-07,1.2880988566439204
2012-06-08,0.5886388547506449
2012-06-11,0.5058008738212938
2012-06-12,0.625099285629612
2012-06-13,0.4572620036096291
2012-06-14,0.42989444514056846
2012-06-15,0.3669226558870621
2012-06-18,0.5652103588436994
2012-06-19,0.3229660377721822
2012-06-20,0.5768581486878762
2012-06-21,0.5013025055052281
2012-06-22,0.35040465116223213
2012-06-25,0.28977966948169975
2012-06-26,0.4265432742819519
2012-06-27,0.2368932204578297
2012-06-28,0.39213004714925276
2012-06-29,0.7947904619806039
2012-07-02,0.32983944406404253
2012-07-03,0.25265358788354364
2012-07-04,0.17319879629940146
2012-07-05,0.45524359187789315
2012-07-06,0.3389086002634921
2012-07-09,0.3100756566802098
2012-07-10,0.3172749795483722
2012-07-11,0.34369562075330856
2012-07-12,0.48990711213567073
2012-07-13,0.36060809298205926
2012-07-16,0.22437940321756505
2012-07-17,0.3019972432501009
2012-07-18,0.2696860053720752
2012-07-19,0.2484579838023509
2012-07-20,0.23127496244578086
2012-07-23,0.32400746400926306
2012-07-24,0.4412092513580566
2012-07-25,0.44194102210791897
2012-07-26,0.44788376530138385
2012-07-27,0.4493356357350466
2012-07-30,0.22313581313990838
2012-07-31,0.27525302957933556
2012-08-01,0.5656949623785156
2012-08-02,0.8152401267704515
2012-08-03,0.2682480786882411
2012-08-06,0.18717639690821553
2012-08-07,0.17823306112410178
2012-08-08,0.16501865206404528
2012-08-09,0.23265381259148113
2012-08-10,0.21866152121897012
2012-08-13,0.1553503335527827
2012-08-14,0.16244481608980557
2012-08-15,0.13042066301515157
2012-08-16,0.1392404965002866
2012-08-17,0.22197546659973505
2012-08-20,0.1482056099453289
2012-08-21,0.19119640017913325
2012-08-22,0.4423023023338286
2012-08-23,0.3291032267971536
2012-08-24,0.2858905074084007
2012-08-27,0.29008922746422433
2012-08-28,0.15932238969050666
2012-08-29,0.16110040068319162
2012-08-30,0.19163276433682175
2012-08-31,0.4564861105197878
2012-09-03,0.26459096666361964
2012-09-04,0.28936497957235335
2012-09-05,0.2913304701547851
2012-09-06,0.3179330117884302
2012-09-07,0.23147443790419753
2012-09-10,0.16821672497929857
2012-09-11,0.22576242036307304
2012-09-12,0.30906389277493973
2012-09-13,0.4912014089669573
2012-09-14,0.37719762949850966
2012-09-17,0.3058530164314058
2012-09-18,0.3030508197486753
2012-09-19,0.29558712583964847
2012-09-20,0.4132243900708152
2012-09-21,0.3500690670501485
2012-09-24,0.2377605858740719
2012-09-25,0.22369705410594357
2012-09-26,0.32518963829095526
2012-09-27,0.2589128606528129
2012-09-28,0.30350403527307235
2012-10-01,0.29259783223444324
2012-10-02,0.411659881612761
2012-10-03,0.2648127151992182
2012-10-04,0.38015008087276814
2012-10-05,0.24999305248153572
2012-10-08,0.22849991571418543
2012-10-09,0.32482673283012375
2012-10-10,0.26669912483636593
2012-10-11,0.3058467378613704
2012-10-12,0.31343426416108766
2012-10-15,0.228703994323561
2012-10-16,0.17298591267300287
2012-10-17,0.22329596704734467
2012-10-18,0.22642483594901736
2012-10-19,0.17458424839730993
2012-10-22,0.18298892302336722
2012-10-23,0.18925258408984916
2012-10-24,0.29527837171518106
2012-10-25,0.2283030165933473
2012-10-26,0.2543269515728972
2012-10-29,0.14141215038133817
2012-10-30,0.11577021087265786
2012-10-31,0.16034030945079195
